author_name,rating,content
Marcin Osiński,4,Polecam
Paweł Kula,5,Bogata i funkcjonalna aplikacja dostępowa do konta w XTB
Pawel25 Fo,5,Poręczne narzędzie. Spory zasób pozycji.
Piotr Kosiara,4,Czy dałoby się wprowadzić jakieś statystyki konta? Jak na przykład wykres wartości konta w czasie?
Dudek Dudek,5,Gif
Piotr O,2,"Zamknalem pozycje cfd ręcznie, okno zniknęło, a po jakims czasie okazalo sie ze pozycja jest nadal otwarta(to jeszcze jakos mozna zrozumieć - że się nie klikęło dobrze), pojawila sie strata której nie zauwazylem, i ku mojemu zaskoczeniu aplikacja po jakims czasie sama zakmnela pozycje, bez mojego udziału, jakby z opóźnieniem, co wygenerowano nie małą stratę. Poza tym aplikacja napisana w sposób nie optymalny. 2 gwiazdki za przejrzysty i łatwy frontend(chociaż jak widać to nie wszystko)"
Wojciech Szczepaniak,5,Ok
Krzysztof Rydwelski,4,Wszystko ok. Czasami zamuli i nic nie działa
Daniel Stañczyk,4,Wszystko czytelne ale nawet na wifi czasami wolno działa.
Dawid Kaźmierczak,5,"Prosta w obsłudze, działa od miesięcy bez problemów."
Konrad requital,5,Super
Krys D.,1,"U mnie, nie wyświetla się wykres. Widzę tylko dane konta, nastroje rynku i ustawienia. Bez wykresu ciężko jest handlować..."
Tomasz G,5,working fine no problems
Maciej Brzezicki,1,"Nie polecam, no po prostu nie"
Roland MW,3,"Nie wiem co powoduje częste zawieszanie się aplikacji. Nie mogę przewijać instrumentów na liście ulubionych i obserwować ruchów cen, pomaga na jakiś czas reset telefonu"
Dawid,5,Sztos
darek przybylak,4,"Poczatkuje,zobaczymy jak dalej"
Mariusz SKŁAD,5,Sam miód - zero gówna
Robert Grzelak,1,"Dramat, kpina jakaś. Jak na aplikacje od której zależą Twoje pieniądze to jest żart. Zawiesza się, zlecenia wchodzą z 20 sek opóźnieniem, nie reaguje, trzeba ją na sile zamykać z menadżera aplikacji, stan konta źle wskazuje, filtrowanie operacji nie działa, rysowanie linii na wykresach karkolomne, linie same się przesuwają, nie da się tej apki kompletnie używać! Skusilem się na xtb z uwagi na dobre opinie, ale taki gniot jak ta aplikacja to jest wstyd! Wstyd! . Nie dziękujcie za komentarz... ."
Łukasz Z.,3,Jest problem z odświeżaniem danych po przywróceniu aplikacji z tła. Dopiero zamknięcie i ponowne otwarcie aplikacji pomaga. Note10.
Volikaris,5,Przydała by się jedynie wypłata blik tak jak wpłata.
Patryk,3,"Póki co wszystko spoko. Bawię się w wersji DEMO wirtualnymi pieniędzmi, niestety nawet w wersji demo brakuje akcji GME a w DEGIRO wciąż są dostępne. Więc jest trochę manipulacji."
Patrycjusz,5,Mega fajna aplikacja. Naprawdę intuicyjna i przejrzysta. Super !!!
Marcin Banaś,5,Bardzo praktyczna i funkcjonalna apka
Damian Laskowiecki,5,Yes good
Tomasz Kegel,5,Wszystko przejżyście i intuicyjnie
Patrycja Kaźmierczak,5,Ok
Tomasz Z,5,OK
Bartek,5,Ok
Tom TOM,5,Bardzo intuicyjna aplikacja. Profesjonalna obsługa Doradcy.
Marcin Marcin,5,Ok
AiGi,2,"Najgorsza aplikacja na androida pod kątem optymalizacji na ten system, z jaką miałem do czynienia. Testowana na dwóch smarfonach - Honor Play (SoC Kirin 970) i topowy Note 10÷ (Exynos 9825). Po niecałych 10 minutach oba smartfony nagrzewają się do tego stopnia, że aplikacja totalnie laguje. Żadne najbardziej zaawansowane gry nie doprowadzają tych urządzeń do takiego stanu. Totalne nieporozumienie."
Witold Strycharz,5,Fajnie i sprawnie
Sławomir Adamus,5,OK
Adrian Walczak,1,"Aplikacja nie dziala przez ""wewnętrzny błąd połączenia"", człowiek wysyłający zachęty do używania aplikacji, Jakub Oklesiński, nie umie tego błędu naprawić, mimo to codziennie przesyła do mnie nowy spam reklamujący inwestowanie u nich. Na prośby zaprzestania spamowania i uwagi ""po co spamujesz, napraw najpierw aplikację"" nie reaguje."
Kuba Dmowski,5,Cool app
Adam Piotrowski,5,Ok
Michał Ostrowski,5,Super!
paweł mazur,4,Ok
White Dogg,4,"Niestety ale po miesiącu korzystania otrzymałem powiadomienie o tym, że nie mam uprawnień aby przeprowadzać jakiekolwiek transakcje na koncie demo. Nie wiem czy jest to błąd aplikacji lub czy też konta demo na tej platformie mają ograniczony czas użytkowania?"
Sylwester,5,Ok
Andrzej B,4,Jedna z lepszych aplikacji giełdowych.
CELER CARGO,4,Przydałaby się możliwość logowania za pomocą biometrii.
Tomasz Piecha,5,"Działa świetnie, wolę giełdę na telefonie niż na ich stronę"
Damian Pacuszka,5,Naprawdę jestem pozytywnie zaskoczony... Bardzo fajnie się korzysta a dodatkowo rozbudowany dział edukacyjny.
G Koralewski,5,Dobrze przygotowana platforma transakcyjna. Brakuje mi tylko (ale bardzo) możliwości ręcznego skalowania wykresu w pionie.
Seweryn Skrzypek,5,Super
Daniel Bohun,5,"Intuicyjna i bezproblemowa, polecam !"
Darek,2,"Co się stało z tą aplikacją! od miesiąca stycznia ciągle jakieś problemy, nie łączy się, zawiesza się, a ostatnio wykasowano mi wszystkie obserwowane! Panowie zróbcie coś z tym bo to jest wk.... ce."
Jacek,4,Polecam
Paweł Ogrzewalski,2,Super aplikacja wpłaty i wypłaty natychmiastowe żadnych przetrzymywania pieniędzy tak jak u konkurencji polecam
Zero Spiel,1,Aplikacja działa fatalnie. Często się zawiesza lub jej dzialanie jest bardzo spowolnione.
Mateusz Frąc,5,Świetna apka!
Sublime Productions,1,"Blokada sprzedaży akcji firm które są nie na rękę dla XTB, duże spready skaczące co chwilę w kosmos"
Darek T,5,Bardzo wszechstronne narzędzie do inwestycji
marcin_ p,1,bardzo słaba i nieczytelna aplikacja. Potwierdzam braki wymienione przez innych użytkowników. Dla mnie szczytem braku wyobraźni jest fakt że nie ma możliwości podglądu nawet jednej najlepszej oferty kupna i sprzedaży dla danego papieru!!! Muszę równocześnie używać innej aplikacji (z innego biura maklerskiego) która posiada tak podstawowa funkcję a xStation traktować tylko jak maszynkę do wystawiania zleceń K i S....
Limex1554,5,"Intuicyjna w obsłudze, konkurencyjne prowizje i opłaty - oby tak dalej!"
Wiesława Ferlacka,5,"Świetna, wypasiona apka. Jest tyle narzedzi, informacji, szkoleń, że kazdy może z xtb rozwinac skrzydla l :) Xstation ma troche mankamentow, ale nie przeszkadzaja w wygodnym inwestowaniu przez Androida. Czasem strasznie zamula, ale to może być kwestia internetu. Jestem bardzo zadowolona i z xtb, i z xstation. Wszystkim gorąco polecam. Są najlepsi, bo nastawieni na rozwoj! I oby tak pozostalo!"
Pieloczek,5,Super
Pawel G,5,cool
Jack Lappa,5,"Bardzo dobra aplikacja. Polecam platforme dla poczatkujacych. Duzo materialow szkoleniowych. Z czasem rozejrze sie za innymi dla porownania, ale na chwile obecna jestem bardzo zadowolony."
Przemek K,4,Aplikacja jest świetna i cały czas rozwijania. Możnaby jeszcze rozszerzyć funkcjonalność analizy technicznej o narzędzia jak w MT4. Poza tym dlaczego zrezygnowano z widgetów? Były bardzo dobre i zwiększały możliwości całej aplikacji.
Krzysztof Michalski,5,Super
Bartłomiej Musialski,5,Świetna aplikacja!
Arek Wirus,4,"Aplikacja ok. Prosta funkcjonalna. Jedyna skaza to cztery zawieszenia w trakcie zakupu akcji, na 3 miesiące użytkowania. Ostatni miesiąc bez wpadek. Polecam."
Marcin T,5,Najlepsza z dostępnych w Polsce.
Piotr,5,Bardzo czytelna platforma i z wieloma funkcjami
Jarosław “J4R4Z” Patlewicz,5,Intuicyjna obsługa.
Feme 24,5,Wszystko przejrzyście i sprawnie
Michał Wasiluk,5,Wszystko dziala jak nalezy
Kamil Tomasiewski,5,"czasami zacina, ale ogólnie dobra aplikacja"
Adolf Zingereng,5,Bardzo dobra i sprawdzona giełda
Pa Z,1,Mocno wiesza się między 13:00 a 17:00. Dramat nie można nic zrobić
Krzysztof Błaszczyk,5,Bardzo przydatna 🙉 Pzdr. k.b.
mateu sz,5,Spokojest
Proudy,1,Prouszanie się pomiędzy notowaniami i ładowanie notowań trwa bardzo długo:(
Poetyk,4,"nie umiem ustawic stop loss i stop limit, opcje są wyłączone, dlaczego? nie mogę też modyfikować otwartych pozycji..."
Przemysław Biedrowski,5,Super!
Marcin Mrozek,5,Super
Cormacze pl,5,Dobre bo polskie
Michal Lipinski,5,Spoko broker
Romano S.,5,Ok
robert klimiuk,5,Wszystko gra jak powinno
Jacek K,5,"Polecam , profesjonalizm w 100%"
TOMASZ,5,Super apka
Rafał Daniszewski,4,"Chciałbym umożliwienia prostego ustawienia SL oraz TP dla zleceń na zwykłe akcje, gdyż obecnie nie da się tego zrobić. Podobnie krótka sprzedaż powinna być wyraźnie oznaczona i w osobnym oknie. Po kilku tygodniach inwestowania, nie udało mi się znaleźć wspomnianych opcji. Ogólnie pozytywne doświadczenie"
Rachmaninow Piano Duo,5,Super apka
1975 Luca,4,Spoko apka
Marcin Węgiel,5,Zero prowizji
Marcin Prusko,5,Super
Wit Witkiewicz,4,Dla początkującego dużo do opanowania ale wolno rozgryzam handel giełdowy. Oby bez dużych strat.😉
wo3kie,5,Wszystko działa ok
Dawid Puzio,5,Świetna aplikacja. Polecam!
Minostanos Trollzbrojer,5,Ok
Artur W,5,Jest spoko
Paweł Wróbel,5,Jest dobrze
Piotr,3,Nie podoba mi się brak możliwości przejścia do wykresu produktu z poziomu portfolio. To powinna być domyślna akcja. Mała ilość etf.
Kamakho,5,Fajne
Stan Military TV,4,"Polecam początkującym, bo interfejs jest naprawdę rewelacyjny i intuicyjny. Co prawda, nie tak rozbudowany i kompletny jak xStation 5 na komputrze, ale można wiele zrobić. Minusy są takie, że na kryptowalutach jest wysoki spread, czasami pozycja zamyka się niedokladnie w miejscy którym powinna oraz jak duże wahania są, to niektóre rynki zostają zablokowane."
Maciej Posłuszny,5,jest gicior
Arkadiusz,4,Czy w tej aplikacji jest możliwość przeglądania wykresów w postaci liniowej?
Andy Pixi TL.,5,Jest spoko
Norbert Wetklo,3,Nie mozna dodac poziomow
Arkadiusz Gros,2,"Zmianę rodzaju wykresu z świeczek na liniowy znalazłem dopiero po kilku dniach użytkowania, i to zupełnie przypadkiem. Trochę to słabe chyba."
Argo Parkway,4,"Platforma czytelna, intuicyjna nie wiesza się. Wiersz poleceń na + Liczę że udostepnicie więcej indykatorów."
Piotr Zarzecki,5,Spoko
leslaw kruszelnicki,5,Syper
Łukasz Gładki,5,Ok
Krzysztof Nowakowski,2,"Aplikacja słaba, brak odświeżania na bieżąco aktualnych kursów akcji, zmian procentowych. Transakcje oczekujące raz widoczne, raz nie, brak możliwości ich anulowania na zamknięcie sesji. Czasami nie wiesz gdzie jest twoja kasa, albo czy transakcja się zrealizowała, czy też nie. Nie widoczne zmiany na widełkach, podawany kurs w takiej sytuacji to totalna abstrakcja. Należy uważać bo przez brak aktualnych informacji w aplikacji można wtopić kasę."
estony marcin,5,Czytelna i posiada rozne opcje
Michał Olender,5,Super apka
mamuth,5,Lepsza niż w pekao sa
Adam Barczak,5,Jak chcecie inwestować z polską firmą to najlepszy wybór! Polecam!
Henryk Grabiński,5,Polecam
Małgorzata Rokosz,5,Polecam!!!
Mateusz Paweł Chudziak,5,Ok
Pan Tarei,1,"Wyłączają handel walorami wtedy, kiedy może im się to nie opłacać. Dodatkowo wariujące spready, bad ticki, wycinanie Stop Losów i wiele innych 'atrakcji'. Jeśli szanujesz swoje pieniądze i chcesz być traktowany jak inwestor, a nie chłopiec do bicia, to szukaj co innego. ODRADZAM!"
Wojciech Kopeć,1,"Co to ma znaczyć? Zamiast poprawić stabilność backendu wraz z błędami związanymi z wyświetlaniem aktualnych wartości instrumentów, usuwacie moją niepochlebną ocenę ze sklepu? Żenada i brak profesjonalizmu... Powtórzę raz jeszcze: Podczas otwarcia giełdy amerykańskiej aplikacja zamiera. Nie ma możliwości zlecenia sprzedaży ani kupna. Często wyświetla nieaktualne wartości instrumentów, co w moim przypadku skutkowało stratą 500$. Serdecznie każdemu odradzam."
Lukasz Grzegorczuk,5,Narazie jest Ok
_TomFollow_,5,"W szoku jestem, że wcześniej na tę platformę nie trafiłem, jedna z Lepszych Platform w Naszym kraju! Jak najbardziej Polecam z całego serducha! 😃"
Piotr Nowak,5,The best app and 0 cost for first 100k euro
Igor Chrustek,5,To the moon 🚀🚀🚀
Rad Zio,3,"Aplikacja może być, niestety dla nowicjusza w inwestucjach miniusem jest brak możliwości kupna np. kryptowalut bez dźwigni, albo jak u konkurencji ułamkowych części akcji."
Simon S,1,Jeden za blokowanie kupna akcji pod elity finansowe
Jakub Golec,4,Ok ale wje*alem na jednym
Marek Swałtowski,1,"Blokada kupna niektórych akcji takich jak CHN, MEDIA czy CANNA ""z uwagi na nadzwyczajne warunki"". Nie jesteście moim doradcą finansowym aby decydować co jest dla mnie dobre czy nie, jesteście brokerem."
MICHU KAMIO,5,Wszystko ok.
Pablo 5 lca,5,Ok
Hubert Holenderski,5,Ok
tomekrikz,5,Best platform . Investing for free
Mateusz Loskot,5,Polecam.
Michal Pela,2,Mam problem z tą aplikacją. Cały czas się zawiesza. O co chodzi z tym wszystkim. Nie mogę się wylogować ani zalogować. Coś strasznego. Nie wiem po czyjej stronie jest problem. Proszę o pomoc
MsLiextreme,4,"Czy pojawią się spółki ze wschodu?? Rosja,Ukraina??"
Bartek Korczak,4,"Bardzo dobra aplikacja w porównaniu do innych domów maklerskich, pojawiają się drobne błędy, ale nie są one istotne"
Robert Dworak,4,Mało czytelna w porównaniu do wersji na przeglądarki internetowe. Duży plus za wersję demo.
Michał Siudziński,5,5 gwiazdek za szeroki wybór akcji zagranicznych i możliwość inwestowania z dźwignią. W przyszłości mogłaby zostać dodana możliwość wykorzystania dźwigni finansowej na pojedynczych akcjach.
Sebastian,3,"Przy zakładaniu konta demo mimo że wypełniłem formularz rejestracyjny tak jak powinienem, spełniając wszystkie wymogi dotyczące hasła, klikając przycisk 'Rozpocznij' wyświetla się komunikat 'Hasło musi zawierać co najmniej...', mimo że hasło zostało podane w sposób prawidłowy i zawiera wymaganą ilość znaków, cyfr i wielkich liter."
TCZYK,4,"Nice, clear app. Lots of functionalities"
Adam Dzik,5,Dobrze zbudowany interfejs i dużo funkcjonalności. Polecam
Szymon O,1,Nowa wersja strasznie muli. Przy próbie scrollowania zamienia miejscami elementy bo ciągle doczytuje dane. Dodanie ikon spowodowało zwiekszenie wysokości wiersza a przez to widać mniej na jednym ekranie. Lista moich tabów też jest szersza. Telefon Huawei P30 pro a nie daje rady przy tej aplikacji. Straszna zmiana.
Marcin Zemczak,3,"Aplikacje nie dodaje się do pulpitu, kilkukrotnie naciskając na otwarcie pozycji nic nie powoduje nie działa to należycie. Telefon posiadam z wysokiej półki gamingowy"
Mic ro,5,Ładny wygląd najnowszej wersji aplikacji
Piotr Ostapkowicz,5,Super...
M S,5,Aplikacja ok ale w stosunku do platformy MT4 za drobna czcionka a chciałbym mieć grubsze cyferki i literki oraz tylko 2 kolorystyczne
Jakub,4,Spoko apka tylko troszkę długa aktywacją
Michał Majchrzak,4,Całkiem niezła
Sebastian G,4,"Wszystko fajnie, brakuje mi tylko arkuszy zleceń dla spółek i byłoby 5/5"
Wojciech Klosowski,3,"Nowa wersja mniej przejrzysta. Nie potrzeba pięknych ikonek, zajmują za dużo miejsca. Moim zdaniem nie musi być kolorowo i cukierkowo. To apka ma skutecznie działać i dawać max informacji. Zła zmiana."
Oke Kara,3,"Dodają jakieś obrazki cukru, złota itp. A wciąż na wykresie, po wybraniu wskaźnika, pokazywane są tylko wartości OHLC mogliby dodać pokazywanie wartości otwartych wskaźników, albo chociaż RSI"
Rafał Nik,1,Zacina sie i muli kolejny raz
Donat,5,Aplikacja daje duże możliwości wyboru odpowiednich narzędzi inwestycyjnych a także jest bardzo przejrzysta .
roko spoko,4,"Panowie po co takie ogromne ikony przy pozycjach, czy można to jakoś wlasnorecznie pomniejszych lub usunąć? Reszta wydaje się być ok. Jeśli nie ma możliwości zmiany tych ikon to chętnie powrócił bym do poprzedniej wersji. Pozdrawiam."
Andrzej Mulawka,3,"Kiedy będzie możliwe operowanie na platformie w taki sposób jak przynajmniej na mt4 na androida tak ocena tylko 1.Wracam do oceny po 2 latach podnoszę ocenę na 3,ale mam jeszcze uwagi co do wolumenu aby była możliwość dodawania trzeciego koloru jak na desktopie, różowego gdy wolumen jest niższy od dwóch poprzednich słupków"
Paweł Zduńczuk,1,"Ostatnia aktualizacja wprowadza infantylne ikonki ograniczając ilość instrumentów na jednej stronie, nie poprawia problemów z wyciekami pamięci. Jeśli zamierzacie promować ją wśród przedszkolaków, to ja mówię pass."
Tomasz J (VRO),5,"Daję 5 gwiazdek bo naprawdę lubię waszą platformę. Chcę jednak poprosić o kilka zmian. (1) Ikonki obok nazw, o mój boże to wypala oczy! Ale tak poważnie rozumiem, że komuś może się podobać, jednak fajnie byłoby móc je wyłączyć. (2) Marzy mi się widżet z otwartymi instrumentami. To byłoby extra. Jeśli komuś chciało się to przeczytać to dzięki i powodzenia w rozwoju!"
Maciej 1975,5,Oki
Dawid Macura,5,Ok
Krzysztof Kapliński,5,Co raz lepsza platforma 👌
Piotr Wojczyński,4,Muli strasznie nieraz na telefonie. Trzeba czyścić pamięć podręczna albo zatrzymać ręcznie aplikacje
Michał Skulimowski,3,"Czasami bardzo długo się wczytuje mimo szybkiego internetu, a jest to bardzo ważna kwestia, bo czasem chcemy szybko podjąć decyzję, sprzedać coś, a aplikacja się wczytuje dłużej niż zwykle. Irytujące i naraża to na straty finansowe."
Mariusz Krzesaj,5,"Wygodna aplikacja,polecam"
Hyde,1,Założyłem konto i nie mogę się na nie zalogować
Ra Wu,1,Ustawienie poziomów S/L i T/P w wyskakujących okienkach graniczy z cudem. Nie idzie wpisać ilości pipsów jaką chcemy. Wyskakuje wiecznie kropka albo wraca do pierwotnej liczby. Brak szybkiego odwracania tranzakcji. Częste lagi na urządzeniu z dwoma dostępami do sieci. Ogólnie to brak hierarchii w aplikacjach. Ta na desktop nie ma nic urokliwego niż ta webową. Apka na androida jest tak zaprojektowana by gracz zamkną pozycję przez pomyłkę! Na czym zarabia druga strona w MM czyli broker. Brak możliwości wpisywania z ręki poziomów SL/TP gram na pipsy. Co znacząco ułatwia grę zarówno na kontach gdzie jest 300 pln jak i 100 000 pln
Tommziomm (Tommziomm),1,"Aplikacja jest fatalna, nieczytelna i totalnie nie orientacyjna. Co do samego konta to okropne zdzierstwo, wbrew opini kasują na wszytskim. Przy wypłacaniu pieniędzy z tego dziadostwa pobierana jest opłata 50zł i oczywiscie plus wczesniejsze prowizje, drozej niz utrzymanie jakiegokolwiek konta maklerskiego rocznie. Nigdy więcej"
Roman Jacewicz,5,Działa bez zarzutu. 😊
EMIL XXX,4,Jeden minus dlaczego w wersji demo nie mozna ustawic alertu cenowego i czytac wiekszosci wiadomości przecież to ma byc odzwierciedlenie prawdziwej gry na gieldzie zgadza sie ?
przemyslaw dudek,5,BROKER NA 5*
Tomasz Kuriata,5,Jest ok
Przemek Witkowski,5,Niezawodna obsługa oraz niskie koszty obsługi. Warto założyć konto.
Kamil Stefanski,5,Ok
Konrad Filipczak,5,Mega appka !
Mariusz Samolewski,5,Spelnia swoje zadanie
Mariusz,2,"Brak możliwości złożenia zlecenia oczekującego poza godzinami handlu, opóźnienia podczas składania oferty. Korzystam od niedawna skuszony brakiem prowizji ale brak niektórych polskich akcji oraz wyżej wymienione problemy sprawiają że zastanawiam się nad powrotem do poprzedniego maklera."
Krystek Czystek,5,"Dobrą fukcją byłoby dodanie powiadomień głosowych na telefon w przypadku TP, TL lub alertów cenowych."
Mariusz Fajkiel,5,Super
damo 1285,5,👍
Daniel Halliopa,5,Ok
Piotr JaSkowiec,5,Kot
Dawid . Muszynski,5,Elegancka
Piotr Po,5,"Aplikacja świetna w obsłudze, prosiłbym tylko o poprawianie wyświetlania nowych wiadomości - często nie odświeżają się"
Włodek Budrys,5,Bardzo ok
Wedrowiec,4,Pierwszy trade mi zaprocentował. Na razie bez zarzutu działa składanie zleceń i wykres jest poprawnie renderowany
Marcin Dobosz,5,Najlepsza aplikacja jaka widzilalem
Micherix Gall,5,"Wygodna, szybka, praktyczna."
Bogdan Katyński,5,Bardzo wygodna i dobrze zrobiona aplikacja
Przyroda Pełnym Głosem!,1,"can't login, error password but is correct for sure."
Darek Lipski,1,"Opóźnienia transakcji olbrzymie. Klikam kupuj i nic sie nie dzieje w aplikacji. Klikam raz jeszcze to samo. Po pewnym czasie (kilkanaście minut a nawet dluzej) dostaje powiadomienie ze kupil dwa razy.. czasem nic sie nie dzieje i nic nie kupi. (Zaznaczam, ze zlecen oczekujacych nie ma, mialo byc zlecenie natychmiastowe), ze sprzedaza oczywiście tak samo. No dramat.. wracam placic prowizje tam gdzie działa ;)"
Michał Tajchert,1,"Serwisy mulą, zlecenie się nie wykonują, czasami trzeba ubić apke by się odświeżyła lista posiadanych, to samo na desktopie i webie... Edit: nadal apka ledwo działa, odświeża notowania przez prawie minutę (czy wifi czy GSM jest to samo). Wygląda ok ale to ledwo działa!"
kamil janaszek,5,Ok
19KooReeK94 NWL,1,Nie polecam. Zwykli wyłudzaczy!
Adrian Bakarelli,1,Za dużo chcecie danych osobowych. Niestety Ja odpadam.
Kacper Zarębski,4,Brakuje mi tylko jakiegoś widżeta żeby wyświetlało się kilka otwartych pozycji na ekranie
Jacek K,1,"Platforma działa jak chce, tzn na otwarciu opóźnienia to 3-4 minuty, jakąś farsa, koncesja powinna zostać odebrana, reklamacje zazwyczaj uznają ale dopiero po odwołaniu i zawsze w znaczne niższym stopniu niż realne straty, zasłaniają się swoim regulaminem który jest tak napisany że można go różnie interpretować. Wracam do banku z wyższą prowizją. Dodam jeszcze że opóźnienie o którym pisze występują przez około godzinę."
JaREX,1,"👎Omijać ich z daleka!!! Pracowałem na prostszych i bardziej przejrzystych aplikacjach, opiekun klienta nie odbiera telefonów, nie oddzwania. ODRADZAM."
Dawid Pytlok,1,Bardzo długo odświeża dane i nie wiadomo czy się patrzy na aktualne saldo. Najgorzej jest podczas przepinania się pomiędzy kontami.
Irek M,4,"Aplikacja jest daleka w wygodzie w porównaniu z wersją na komputer, ale do np sprawdzania jak sobie radzą nasze inwestycje jest ok, choć i tu np brakuje wygodnego przejścia z listy inwestycji do wykresu czy informacji o instrumencie. Na plus jest także mnogość instrumentów z calego świata. Na minus jest też brak obligacji (choć są etfy z obligacjami)."
Shaty MK,1,Minął kolejny rok i nadal brak widgetów... Tam ktoś pracuje?
Jacek Wojtek,1,Apka jest do dupy. Wiedza się i w największym ruchu muli i tracisz kontrolę jak ci koło pióra robią. Starsza chodziła na wszystkich fonach a ta stęka i na jednym tak a drugim nie. Używają wirusów żeby golić.
Grzegorz Ulewicz,5,Super
Borys Burzawa,1,"Wolne ładowanie, permanentnie zacina"
Aghori Dev,2,"Zmiana na gorsze. Aplikacja w porównaniu do wersji sprzed około miesiąca do półtorej chodzi źle. Nie gorzej, po prostu źle. Ekran startowy ładuje się tak długo że można zagotować w tym czasie wodę ma herbatę i obejrzeć reklamy na Polsacie. Podobnie jest po wyborze instrumentów, wykresy czasami się zacinają. Wcześniej było bardzo dobrze, to musieli zepsuć. Daję 2 gwiazdki, tylko z sentymentu."
Przemysław Chromik,4,Kiedy będzie możliwość płatności blik?? Jak mamy unowocześniać to wydaje się podstawą
Rafał,1,"Straszne lagi. Zanim wszystko się załaduje to mija wieczność. Zakładka wiadomości również baaaardzo długo się ładuje. Czasem trzeba 2krotnie wejść w wiadomości żeby chciały w końcu ""wskoczyć"" Popracowałbym nad szybkością i wydajnością..."
Jagoda Zięciak,1,Jak można usunąć konto demo?
ChytryPch3,2,Ta aplikacja to straszny muł. Wartości wczytują się bardzo długo a czasami wcale. Muszę często ponownie uruchamiać aplikacje.
Łukasz Wylegała,5,"Intuicyjna, niezawodna"
tomek xUPSx,5,Początek wygląda na obiecujący wszystko działa jak należy zobaczymy co będzie po dłuższym czasie użytkowania
karol czeremis,4,Ok
Rafał Rafał,5,Ok
Jakub,1,"Aplikacja zacina się na każdym kroku przechodzeniu między instrumentami czy też opcjami, wskaźniki znikają z wykresów - jednym słowem nieporęczna"
Adam Corel,5,Ok apka
Tomasz Dziorek,5,Naprawdę jedna z przyjemniejszych i przejrzystszych apek do inwestycji w różnego rodzaju instrumenty finansowe. Szczerze polecam.
Sebastian Wąsik,4,Nie jest źle ale brakuje trochę intuicyjności
Dorota S,4,Brak IPO
daniel mikulski,4,"Bardzo dobra, intuicyjna i nie zamula telefonu. Brakuje mi jednak sprawdzania kursu w czasie na którym kliknę"
Szachtario,5,"Jest ok, w perspektywie pewnie wymaga usprawnienia w wybranych aapektach😉"
Konrad,1,Beznadzieja
Adrian Łukasik,2,"Aplikacja przejrzysta, interfejs intuicyjny niestety największą jej bolączką jest to ze często zamyka pozycje z opóźnieniem i zamykając je na plusie zdarza się że pozycja zostaje zamknięta na minusie"
Michal Krakowinski,5,Dokładnie to czego szukałem!
Paweł (leogoler),5,Extra platforma mobilna
Kamil Zadrożny,1,"Przez ich ""problemy techniczne"" nie mogłem sprzedać akcji podczas jednego z największych spadków. Strata kapitału na poziome 7% w przeciągu kilku godzin..."
artur szwarc,3,"Aplikacja działa czasami bardzo wolno, czasem zawiesza się. Wyswietla nieprawidłowe komunikaty."
Użytkownik Google,1,Wersja Demo nie odpala 🙄☹️
Łukasz Chruściński,5,Aplikacja przejrzysta. Polecam
Pawel K,5,Ok
minemck,5,Polecam
Bartosz Medrala,5,"Nic lepszego nie znalazłem. Dobre jest również to, że to mamy tu kalendarze z ważnymi wydarzeniami, analizy i edukację. Kompleksowe podejście."
Hacker,5,"Dobłe to inwestowanko, uszanowanko."
conssenss,4,Zostawiam ocenę żeby już mnie nie męczyła ta reklama żeby ocenić
Krzysiek P,5,Całkiem spoko. Jak do tej pory apka się nie wysypała ani nie zacięła. Korzystam do kupna i sprzedaży na gpw. Niektóre rzeczy są poukrywane (np ilość wolnych środków) ale ogólnie jest ok
Łukasz Buda,5,Dobra obsługa
Zbigniew Wykrota,5,Do miesiecznego obrotu 100.000€ nie ma prowizji.
Piotr L,4,It's ok.
Andrzej Cendrowski,1,"Chciałem przetestować.Wszystko było ok ,wpłaciłem 100 zł , chciałem zrobić zwrot a tu niespodzianka, prowizja 50 %!!!.Porażka, nie polecam !!!"
Janowo Gaming,5,Git.
Tomasz Konfistrz,5,Jest ok
Jan Schodowski,5,OK.
Karol Orpel,4,Aplikacja godna polecenia. Mi brakuje tylko samodzielnego ustawiania dźwigni.
Jarosław Lis,4,"Fajna intuicyjna apka, do poprawy filtrowanie zamknietych zlecen w portfolio - nie dziala ustawianie przedzialu czasu."
Przemysław Obszyński,5,"Aplikacja wygodna w obsłudze nawet dla laika, nie mam się do czego przyczepić"
Wojciech Kuźniar,5,"OK, polskie biuro polecam tylko zarabiać"
Łukasz Ratajczak,5,Fajna
Tomasz P,5,Genialna
Krzysztof Gołuszka,5,"Wszystko super, szkoda tylko że elementy zaznaczone na wykresie przeglądarki nie są dostępne również w aplikacji 😉 reszta świetnie"
Piotrek A,5,Bardzo dobra aplikacja
Karol Gawin,4,Wszystko okey. Proste zawieranie transakcji. Platforma łatwa w obsludze. Polecam
Ernest Wagner,4,Wszystko fajnie z wyjątkiem obsługi rolloverów.
Daniel Plichta,5,Super. Polecam!
paweł Jóźwiak,5,Najs
Jarek Ty,4,"Super aplikacja, tylko wiadomości są dodawane z opóźnieniem. Trzeba wejść na stronę, dopiero wtedy się aktualizują w aplikacji."
Wojtek Kubiak,5,"Bardzo dobrze przygotowana, potężna i rozbudowanaw różne funkcje aplikacja"
Krzysztof Urbaniec,5,100/90
Martyna Ziobroń,4,wszystko cacy tylko czasami sie wiesza
Glor Kołodziejczak,5,Daje radę
