author_name,rating,content
Krystian Pajonkowski,5,"Polecam łatwo i przejrzyście wszystko wygląda , jedynie co mogłoby być wprowadzone to możliwość podpięcia konta revolut."
Arkadiusz Grzemski,5,Super
Sebastian Aderek,4,Chciałbym więcej giełd. Np: chińska. Reszta bardzo dobra.
Jan Kowal to prawidłowe moje imię i nazwisko i,5,Brakuje mi środku na start
Andrzej Pilch,5,"Muszę przyznać że aplikacja jest naprawdę świetna. Jest bardzo przejrzysta, intuicyjna, bardzo przyjemnie i łatwo się z niej korzysta. Do wszystkich najważniejszych rzeczy czy informacji, jestem wstanie przejść za pomocą paru kliknięć, nawet korzystanie z narzędzie AT nie przynosi problemów, mimo że posługuje się tylko palcami. Sam uczę się tworzenia stron internetowych czy tematyki UX, dla mnie xStation jest inspiracją jak coś robić przyjemnego w użytkowaniu dla klientów, naprawdę dobra robota!"
Pawel M,1,"Na android 5 nie dziala, ciagle ""sprawdz polaczenie z internete"".... pomimo dodania certyfikatu wg instrukcji."
Kamil Jakub,2,"Ogólnie ok, tylko jest kilka dokuczliwych wad: przy akcjach suwak stoploss nie działa (dlaczego?), Przy wpisywaniu wolumenu zawsze występuje krótka zawiecha, przez co klikając 5 0 0 wpisuje się 50 - to wymaga poprawy"
Paweł,3,"Po wyszukaniu instrumentu, a następnie cofnięciu się do ulubionych, nie da się wyszukać kolejnego instrumentu, tylko trzeba na nowo klikać + i wyszukiwać. Można coś z tym zrobić? Strasznie nieintuicyjne i denerwujące."
Galooper Looper,1,"Na etapie demo aplikacja wygląda dramatycznie ubogo. Nawet taki banał jak obracanie ekranu jest niedostępne (tylko wykres można). Do prawdziwego inwestowania ona się nie nadaje, co najwyżej złożyć zlecenie, bez analizy. Na pytania na czacie firma nie odpowiada. Do otwarcia rachunku ta słaba aplikacja nie zachęca."
Marcin GP,5,"Super intuicyjna. Testowałem aplikacje już kilku brokerów zagranicznych i Polskich, ta aplikacja jest jak dotąd bezkonkurencyjna"
Grzegorz,5,Ok
Krzysztof Olszański,5,Prosta intuicyjna platforma z potrzebnymi informacjami oraz mnóstwem instrumentów do handlu
Magdalena Łopung (DIYmagdencja),5,Super
G G,5,Polecam.
Łukasz Jabłko,1,Do dupy
Rob,1,"O ile poprzednia wersja działała znośnie, to z tą są same problemy. Ciągle się zamraża/wiesza, nie można zmieniać poziom śl/TP przez przytrzymanie +/- (wczesniej oczywiście działało bez problemu), nie można zmieniac poziom TP/SL/ceny przez wpisanie liczb - działa raz na 20 prób. W obecnej chwili próby działania z telefonu sa obarczone wielkim ryzykiem. Przynajmniej tak to wygląda u mnie. Kolejne aktualizacje i nawet odinstalowanie nie pomagają. Nadal nie można np. odfiltrowac transakcji z dziś."
Kamil Skrzypczyński,3,"Przed aktualizacja 4 gwiazdki, ale po aktualizacji zacina sie dramatycznie, mocno utrudniając korzyatanie. Chcialbym móc powrócić do poprzedniej wersji.."
Pio Laz,1,Ale ta aplikacja muli masakra z każdą aktualizacją coraz gorzej
ronet,5,"Dla mnie super, zarządzenie online w czasie rzeczywistym bez wychodzenia z domu. Ponadto wsparcie opiekuna, szkolenia, konferencji itp."
Grzegorz Sadomski,1,Kibel. Zawiesza sie wprowadzanie SL/TP. Nie odswiezaja sie notowania walorow.
EliteKoxxik,5,Aplikacje wykorzystuje tylko do przeglądania GPW
Jan Tadek,5,Super apka 👍
Perek TKD,5,👌
Łukasz Więcek,5,Swietna platforma. Jak dla mnie bardzo intuicyjna i przejrzysta! Polecam
Marcin Jarawka,5,Wszystko ok. Aplikacja czytelna i funkcjonalna. Ale przydałby się widżet.
Dariusz Majgier,5,"Byłaby super, gdyby można było ustawiać SL i TP w pipsach. Przy szybkich zmianach kursu, wklepywanie cen jest kłopotliwe baaaaaaardzo... To jedyna rzecz, jakiej mi brakuje aby apka była w 100 proc. funkcjonalna."
Krzysztof Michalski (kmkier),5,Coraz lepsza. Super!!!
Kronos,3,Ok
Kylo Spx,5,Spoko
KBarty,5,"Wszystko fajnie działa, polecam"
Mariusz Szlosek,1,Nic nowego nawet nie można jej uruchomic
Marcin Ka,5,"Korzystam od 2 lat, najlepsza platforma i apka :)"
Jan Kuzar,1,"Obecne społeczeństwo , a w szczególności w podeszłym wieku ludzie , którzy posiadają nadmiar czasu wolnego , jak i również młodzież ; często zaglądają do komputerów , laptopów oraz smartfonów różnego rodzaju , w których widzą reklamy różnych gier losowych na których można zarobić nie kiepskie pieniążki nie tylko u nas w Kraju, ale i Zagranicą na różnego rodzaju Giełdach i dlatego powstały takie Firmy , jak Zrzeszenia Brokerskie , Domy Maklerskie i inne , które to trudną się pilnowanie prawnych z"
Przemysław Piątkowski,1,"coraz gorzej, co wersja to wiecej problemow. aktualnie nie moze sie polaczyc z serwerem"
Pablo,1,"Brak możliwości ustawienia stop loss z poziomu aplikacji, za każdym razem aplikacja się zawiesza. Ulubione nie synchronizowane z wersją Web. Nie widziałem również możliwości łatwego odwrócenia pozycji. Aplikacja na tą chwilę generuje ryzyko poniesienia strat i nie polecam."
Hubert Rytel,1,Wezcie to zaktualizujcie... Tnie się nie da sie take profit ustawic dęba aplikacją staje gdy otwieram okno z take profit.. Usunąłem zainstalowałem kilka razy i nic to nie daje . Przed aktualizacją ta ostatnia wszystko chodzilo....
Gabriel Mr. Lebowsky,5,Aplikacji brakuje lekko przejrzystości ale jest bardzo dobra
Piotr Baszak,2,Nie można ustawić sl do pozycji po aktualizacji..
Łukasz Skass,5,Ok
x Ray,2,"Witam. Założyłem konto demo i niepokoją mnie dwa kwestię. Kiedy otworzyłem transakcje, to ustawiłem sobie SL i TP o 100-200lot od jej ceny po czym po minucie, bądź kilku sekundach automatycznie mi się zamyka. Spróbowałem dla testu dwa razy, opuszczając apke i to samo. Druga kwestia, kiedy jestem stratny i mam ustawiony SL powiedzmy na 10 154,12 to nie zamyka mi do tej liczby tylko przeciąga do 10 153,30 (lub niżej) aby jeszcze bardziej był stratny."
Mateusz Kaźmierczyk,5,Super
Andrzej Chwieduk,1,"Po aktualizacji 12.08.2020 aplikacja jest bezużyteczna. Zawiesza się, nie można ustawić stop loss."
C4CeeGee,5,Robi robotę
Arkadiusz Więch,4,"Jest dobrze, ale daję uczciwe 4 gwiazdki ze względu na dosłownie drobnostki które moim zdaniem można by poprawić. Jak najbardziej polecam aplikację"
Szplejta,5,Super 😀
Cezary Krawczyk,4,Ok
Krystian Chudyszewicz,5,Super
Szymon Porębski,4,"Interfejs jest przejrzysty, choć brakuje mi osobnego kalkulatora inwestycyjnego. Sprawdzanie przychodu grzebiąc w stoplossie jest mało... profesjonalne."
Michał Bialy,2,Halo jest XXI wiek. Dodajcie jakieś filtrowanie na liście ulubionych. Bo ciężko się odszukac czasami szybko przy 25 instrumentach. Zaś usuniecie jednego elementu to kilka kroków... bez sensu... skoro widzę ten element na liscie to czemu nie moge usunąć trzeba gdzies wchodzić dalej. Przydała by się też wypłata blikiem np. Bo to co oferujecie to 100 lat za murzynami było.
Katarzyna Mordaka,3,Błagam zróbcie coś z tym. . W momencie kiedy przybliżam i oddalam wykresy zawiesza się obraz i muszę resetować. To jest sytuacja niedopuszczalna. Dała bym 5 gwiazdek bo uwielbiam tą platformę ale ostatnie dni to jakaś porażka.
Michał Majkelos,3,Dam 5 gwiazdek jak Trailing Stop będzie wyświetlany jak należy . Proponuję zrobicić opcje Trailing Stop skokowy o określoną wartość pipsów a nie każdy ruch ceny. Bylibyście chyba pierwsi na rynku z tym.
Michał Waśkiewicz,5,Bardzo wygodna i prosta w obsłudze Nie przycina wszystko super
Arkadiusz Burakowski,5,Ma wszystko czego potrzeba i najważniejsze że tanio
kris 74,5,OK
Mateusz Wiatrzyk,4,Ok
EL Dron,5,Ok
Tomasz J,5,Świetna aplikacja. Wszystko co potrzebne w jednym miejscu w czytelnej i przejrzystej formie. Polecam
Dere Dere,3,"Nie da się zmienić koloru wykresów, np kolor świec, tła itd. Dodajcie separatory interwałów np dla H1 co 24h itd Te które teraz są, to są nieczytelne, trzeba się wpatrywać. Bez sensu"
Artur Dorosz,5,"Polecam, świetna aplikacja:)"
Cezary Zapert,4,Generalnie wszystko spoko ale denerwuje funkcja Trailing Stop która cały czas utrzymuje dystans od aktualnej ceny zamiast zawieszać się na najkorzystniejszej pozycji Wielki plus za przesunięcie plusa ponad miejsce dotykane dzięki czemu można go precyzyjnie ustawić proponuję zastosować ten sposób do wszystkich figur
Michał Bof,4,Dobra aplikacja
Zbigniew Sobczak,5,"It's good, good to see more money"
Tomek Wiśniewski,5,"Intuicyjna, prosta w obsludze"
KoJaK,4,Aplikacja działa perfekcyjnie. Żadnych problemów z połączeniem. Support działa sprawnie.
Arek K. “Hen In Smoke”,5,Świetna aplikacja polecam w 100%
Maciej Stępak,3,"Aplikacja w porządku, jednak po jakiejś aktualizacji tylko w zakładce ""trading"", nie widzę żadnych pozycji, tylko ekran ładowania się, który się nie zmienia."
Małgorzata Borkowska,5,Super
artur Bor,5,super
Qardion,5,Spoko apka
Łukasz,4,No wkoncu!!! Nareszcie zniknie ten bałagan w zakladach fajna opcja by było jeszcze możliwość wyłączenia tak jak xstation pasta do góry i będę super szczęśliwy
Dominik Miszkiewicz,5,Najlepsza platforma do inwestycji
Krzysztof Domiński,5,Gdyby tak połączyć aplikacje mobilną i stacjonarną to był by git. Mobilka ma swoje wady i zalety tak samo jak stacjonarną. Ale ogólnie na plus
Grzegorz Rzeszódko,5,"Platforma jest genialna. W porównaniu z innymi platformami, naprawdę ogromny szacun. Wszystko jest bardzo przejrzyste. Zajmuje się tradingiem. Mam konta u kilku brokerów USA. Teraz widzę ogromną różnicę. Brawa dla twórców."
Dariusz Urlik,2,Momentami aplikacja strasznie się wiesza i muszę biegać do kompa ponieważ nic nie można zrobić. Do supportu: tylko mi nie piszcie jak ważna jest dla mnie waszą opinia bo mnie to gowno obchodzi. Naprawcie ta apke albo przesiadam się na innego brokera.
Łukasz Terlecki,4,Ok
Lenur Kerymov,5,Przydatna apka!
Damian K,5,"Wszystko super, Lekka i szybka, łatwe zakupy i sprzedaż"
Jakub Żynel,5,Super
Sławomir Seredyński,5,Bardzo intuicyjna i bezpieczna nie wiesza się
Arkadiu sz,5,"Bardzo fajna aplikacja, łatwa w obsłudze z wieloma funkcjami, również do analizy. Dodatkowy plus za ciemny motyw! z rzeczy które bym dodał to pozycja pokazująca zysk z akcji po odjęciu kosztów prowizji :) pozdrawiam"
Krzysztof Urban,5,"Polecam, super apka można handlować wszędzie i na wielu instrumentach.👍✌"
Davide,5,Platforma xStation robi wrażenie. Jest bardzo rozbudowana co ułatwia handel. Przeszedłem od innego brokera dlatego że bardzo dobrze pracuje mi się na xStation. Polecam!
Kazik,5,"Bardzo dobra aplikacja, przejrzysta i funkcjonalna. Jedyne czego mi brakuje to informacja o wolnych środkach na koncie, chyba że ja nie potrafię tego znaleźć."
przemek Ssss,5,Bardzo dobra aplikacja
Andrzej Dabrowski,5,Narazie sprawdzam. Ale jest fajna
Dariusz Pilch,5,"Wiele fajnych opcji, wszystko przejrzyste i jasne :-)"
Grzegorz Olszewski,5,Świetna do pracy poza domem.
Piotr Witoniak,5,"Czytelna, podręczna, szybka. Brak wad. Polecam"
Tomasz Miłosz,5,Fajna apka
Marek Wojtaś,4,Spoko
Rafał Gogol,5,Oki
Krzysztof Wierzbicki,5,O.k.
Raseri Bux,1,"Zamknęli mi pozycje żeby uniknąć dalszych strat no brawo oni, łaskawcy. Już kit z tym że po najniższym kursie zamknięte. Zlodzieje."
Kornel Pawluk,5,"Czytelna i bardzo szybka. Wolę korzystać, aplikacji niż na komputerze."
Alek D,5,ok
Paweł Kmieć,5,Intuicyjne działanie. Dobre przewidywanie rynku
Piotr Grabowski,5,"Aplikacja intuicyjna w obsłudze, posiada wiele funkcjonalności pomagających w inwestycjach."
Adrian Szewc,5,"Wygodna aplikacja, polecam."
Przemek,5,Super
Bartłomiej Grzesik,5,Super
Marcin Pajor,5,Jest spoko
Paweł,5,"Zgrabna, szybka aplikacja. Wpisywanie/zmienianie wartości liczbowych w zleceniach mogłoby być wygodniejsze."
Marcin J,5,Super Polecam Bardzo
Mariusz Korpal,1,Płatne i ta apka kradnie email! 0/5 gwiazdek! Wogóle nie pszydatna apka nawet mi ukradła emaila😭😭😭
Sonny,3,Aplikacja intuicyjna i prosta w obsłudze. Zdarzają się jednak błędy. Np po zamknięciu pozycji stop lossem zdarza sie brak wpisu w zamkniętych pozycjach co nieco moze zdezorientować inwestora. Dane publikowane w kalendarzu to porażka.
Piotr Maczewski,5,Jest super
Bartek Szczepaniak,5,"Szybka, w kluczowych momentach nie zawodzi. Brakuje jedynie synchronizacji ulubionych instrumentów między aplikacją webową a mobilną."
Mariusz Szamotula,4,Ok
Sebastian Milewski,3,Brak czytelnych statystyk np. Z otrzymywanych dywidend
Michał C,5,W sumie może nie widziałem wielu mobilnych platform ale jak na razie ta jest najlepsza.
Paweł Kowalski,5,Fajna sprawa
Marek Ziobrowski,5,Brakuje kilku opcji ale nie jest źle. Oceniam pozytywnie.
- Władyczka,2,"TL;DR: Do zabawy jako DEMO jest OK. Do używania własnych pieniędzy ABSOLUTNIE NIE UŻYWAĆ. Polecać wrogom. TROSZKĘ DŁUŻEJ: Jeśli chodzi o zawartość merytoryczną to powyżej OK. Jeśli chodzi o bezpieczeństwo to dno dna. Brakuje 500 liter aby to opisać, ale można spróbować. Apka umożliwia do niej dostęp tylko za pomocą hasła! Brak innych możliwości: brak uwierzytelniania wielopoziomowego, 2FA/MFA, tylko pin i paluch. Wypłata środków - na zweryfikowane konto. Aby to złamać wystarczy GIMP."
Pryzmat Glass,5,Łatwa w obsłudze aplikacja
Paweł Pergół,5,Lepiej wygląda niż na komputerze
Paweł S,5,Aplikacja calkiem niezła.
Seba M,4,"Przemyślana aplikacja. Brakuje tylko funkcji 'zamknij wszystkie zyskowne pozycje', przydatnej przy takich sytuacjach jak wczoraj na wig - banki."
Marcin Szuba,5,Jasna czytelna platforma. Polecam
Music Relax,5,Bardzo dobra aplikacja polecam.
Damian Wałęga,5,bardzo czytelna
MW K.,4,"Pierwsza wersja zmienionej aplikacji byla rozczarowaniem, teraz po miesiacach aktualizacji i personalizacji można przyznać, ze jest duży progres i jest to jedna z najlepszych app do przeglądu i inwestowania na rynku"
roman Mlynczak,1,Złośliwe ciągle mi się wyświetla żeby to zainstalować
Piotr Adamczyk,4,"Fajna apka chodząca na tablecie i telefonie bez żadnych zacinek, coraz więcej wskażników , dobra do "" trzymania ręki na pulsie "" swoich inwestycji"
Rafał Grabowski,4,"Jest ok, chodź jeszcze do poprawy kilka spraw jest."
Stefan Kossecki,5,Fajna zabawka.
Tohver Zajdel,4,Aplikacja bardzo czytelna z mnóstwem potrzebnych informacji.
Robert Krawiec,4,Ogólnie ok. Ale brak.mozliwosci personalizacji dolnego paska menu oraz słaba czcionka jak się rozwija wiadomości plis brak możliwości powiększenia tekstu
Jerzy Sadej,5,Intuicyjny interfejs..wszystko widać i jest pod ręką... Trzeba jak we wszystkim m nabyć małpiej biegłości...wskażniki narzędzia.. choć mi osobiście brakuje zigzag.. bo lubię..
Bogusław Trojański,5,Super
A B,5,Genialne
Dawid Doncbach,5,Wszystko super
Grzegorz Manuszewski,5,Świetna aplikacja.
Mr.Szyja12,4,Ok
Jerzy Rusek,5,Jestem zadowolony
Tomasz Przybylski,5,Brakuje mi jedynie % powiadomienia o zmianie wartości waloru
Maciej Chruścicki,5,Intuicyjna i wygodna aplikacja
Filip M,5,Działa jak powinna
Artur Gutierrez,5,Polecam!
Marcin Żytka,5,Prosta przejrzysta funkcjonalna polecam
Lukasz Gierlach,5,☺️
Krzysztof Nosal,4,Czasem trzeba dość długo czekać na pojawienie się zlecenia w oknie zlecileń. Najdłużej czekałem około pół godziny.
Hygris,1,Nie zasłaniał żadnych danych...
Dariusz Konopelski,5,Nz
joanna kucza,5,Jest ok
Piotr Krzysztof,5,JEST Spoko
Grzegorz Skrzypek,5,Super
Sławek Poniatowski,1,"Dla osób posługujących się ichimoku właściwie bezużyteczna, a nawet wprowadzająca w błąd."
Maciej Fischer (Fisz),5,Intuicyjny i elegancki interfejs oraz dużo wskaźników. Dla mnie Ok.
Mat Zis,5,super
Artur Wajda,4,Ok
Jarek Jarek,5,Jak do tej pory wszysrko ok
Andrzej Michalski,3,"Jako platforma jest najlepsza wśród tych co spróbowałem. No to tylkonplatforma. Co prawda złodziejstwa tu nie brakuje. Stop lossy nie możliwe żeby nie zadziawały, nawet jesli są dużo dalej od ceny. Nie powiem że w innych platformach tego niema, bo nie probowałem, ale tutaj nie wolno stawiac SL bo na pewno zamkniesz pozycje."
undefined,5,Spełnia swoje zadanie😷
Karton System Czewa,4,Aplikacja czytelna Z dużą bazą wiedzy
Piotr Regieniec,5,Ok
Grzegorz Inczewski,5,Super
Szymon Machniak,5,Najlepszy polski broker Polecam!
jacek korzeniewski,5,Aplikacja intuicyjna. Dla początkujących moE być.
krzysztof graczewskii,5,super polecam!!!! Mam kupione akcje XTB to dlatego jestem bardzo zadowolony 😀😀😀🙈🙈🙈
Frodo FX,4,"Aplikacja bardzo dobra, intuicyjna, posiada wszystko co potrzebne do śledzenia rynku. Z minusów to raz na jakiś czas mam problem z logowaniem ale za zwyczaj po drugiej trzeciej próbie uda się mi zalogować."
Qcq,5,W nastrojach rynku po wejściu i wyjsciu z danego instrumentu zawraca nas na górę listy i znowu trzeba przewijać w dół. Irytujące. Fix it. Reszta na +.
Paweł Meller,5,Intuicyjna. Zdecydowanie na plus
przeprowadzki transport,5,Super app
Chris Zarzycki,5,Super
Łukasz Strzelecki,5,Bardzo dobra aplikacja. Sprawdza się dużo lepiej niż dostęp webowy
Artur ttt,4,"Kilka rzeczy zmieniło się na lepsze. Podgląd zleceń na wykresie w sekcji Trading m.in. . Szkoda, że brak jeszcze możliwości sprawdzenia krzyżykiem, ile wynosi parametr danego wskaźnika np. RSI lub ATR."
Pawel Milczek,5,Aplikacja zawiera wszystkie podstawowe funckej. Do tego dostępnych jest wiele wskaźników.
